id,sku,item_name,item_category,brand,bottle_size_ml,unit_type,units_per_case,location_name,location_stock,location_cost_price,location_selling_price,location_mrp,global_cost_price,global_selling_price,global_mrp,global_stock,tax_rate,reorder_level,reorder_qty,cogs_account_code,income_account_code,inventory_account_code
3d0e5228-5462-4ae9-b843-51b352361479,OD-001,OD 350 ml,Whiskey,Old Durbar,350,PCS,24,House,0,1341.75,1665,1450,1341.75,1450,1450,9,0,5,12,5100,4100,1200
9e2df543-8630-4d81-b273-1cd77a32ae65,OD-002,OD Full,Whiskey,Old Durbar,750,Bottle,12,Gokarna,4,2683.5,2850,2850,2683.5,2850,2850,4,0,10,0,5100,4100,1200
9e2df543-8630-4d81-b273-1cd77a32ae65,OD-002,OD Full,Whiskey,Old Durbar,750,Bottle,12,House,0,2683.5,3275,2850,2683.5,2850,2850,4,0,10,0,5100,4100,1200
65a60e75-a453-4c11-bb40-99ef492b3dcb,OD-003,OD Qtr,Whiskey,Old Durbar,180,Bottle,48,Gokarna,13,670.88,725,725,670.88,725,725,13,0,5,48,5100,4100,1200
65a60e75-a453-4c11-bb40-99ef492b3dcb,OD-003,OD Qtr,Whiskey,Old Durbar,180,Bottle,48,House,0,670.88,835,725,670.88,725,725,13,0,5,48,5100,4100,1200
0481f181-7d31-4f6b-95d7-a8c3956acd0f,PL-001,Plastic Bags,Other,,0,Other,0,Gokarna,3,266.67,320.004,320.004,266.67,0,320.004,3,0,10,0,5100,4100,1200
0481f181-7d31-4f6b-95d7-a8c3956acd0f,PL-001,Plastic Bags,Other,,0,Other,0,House,0,266.67,370,320.004,266.67,0,320.004,3,0,10,0,5100,4100,1200
9f1a16fd-fda9-47ee-987a-b5771e6c7161,PL-002,Playing Cards,Other,,0,PCS,12,Gokarna,20,80,100,100,80,100,100,20,0,10,1,5100,4100,1200
9f1a16fd-fda9-47ee-987a-b5771e6c7161,PL-002,Playing Cards,Other,,0,PCS,12,House,0,80,115,100,80,100,100,20,0,10,1,5100,4100,1200
481d462a-260b-4980-894c-8830203991bf,PU-001,Purna Sano,Water,,0,PCS,12,Gokarna,17,15,20,20,15,20,20,17,0,10,0,5100,4100,1200
481d462a-260b-4980-894c-8830203991bf,PU-001,Purna Sano,Water,,0,PCS,12,House,0,15,25,20,15,20,20,17,0,10,0,5100,4100,1200
ad89a514-5135-47f2-8631-9cf2e56ff9a9,PU-002,Purna thulo,Water,,1000,PCS,12,Gokarna,0,24,40,40,24,40,40,0,0,10,24,5100,4100,1200
ad89a514-5135-47f2-8631-9cf2e56ff9a9,PU-002,Purna thulo,Water,,1000,PCS,12,House,0,24,45,40,24,40,40,0,0,10,24,5100,4100,1200
c101a46e-b532-482f-aa71-cb6ce07431d3,RE-001,Red Label 1000 ml,Whiskey,Johny Walker,1000,Bottle,12,Gokarna,1,5675,6400,6400,5675,6400,6400,1,0,1,2,5100,4100,1200
c101a46e-b532-482f-aa71-cb6ce07431d3,RE-001,Red Label 1000 ml,Whiskey,Johny Walker,1000,Bottle,12,House,0,5675,7360,6400,5675,6400,6400,1,0,1,2,5100,4100,1200
92eaee6a-2aad-47ec-949f-78cd44e8074b,RE-002,RedBull,Energy Drinks,RedBull,150,PCS,24,Gokarna,104,83.33,110,110,83.33,110,110,104,0,10,10,5100,4100,1200
92eaee6a-2aad-47ec-949f-78cd44e8074b,RE-002,RedBull,Energy Drinks,RedBull,150,PCS,24,House,0,83.33,125,110,83.33,110,110,104,0,10,10,5100,4100,1200
eaa83d6b-f225-4f6f-b9ef-c63fd82cc061,SA-001,Sagun,Local,Sagun,100,PCS,30,Gokarna,0,38.33,50,50,38.33,50,50,0,0,20,150,5100,4100,1200
eaa83d6b-f225-4f6f-b9ef-c63fd82cc061,SA-001,Sagun,Local,Sagun,100,PCS,30,House,0,38.33,55,50,38.33,50,50,0,0,20,150,5100,4100,1200
0a804177-2745-429a-b251-81d13c9215b5,SH-001,Shikher beer,Beer,Shikher beer,0,PCS,12,Gokarna,0,12.85,290,290,12.85,290,290,0,0,10,0,5100,4100,1200
0a804177-2745-429a-b251-81d13c9215b5,SH-001,Shikher beer,Beer,Shikher beer,0,PCS,12,House,0,12.85,335,290,12.85,290,290,0,0,10,0,5100,4100,1200
a48cf127-40e9-404e-a9ea-2814657da992,SH-002,Shikher Ice,Cigaratte,,0,PCS,20,Gokarna,354,13.05,15,15,13.05,15,15,354,0,60,200,5100,4100,1200
a48cf127-40e9-404e-a9ea-2814657da992,SH-002,Shikher Ice,Cigaratte,,0,PCS,20,House,0,13.05,15,15,13.05,15,15,354,0,60,200,5100,4100,1200
996248e3-1b15-4b68-ab39-eac57f3a71ea,SK-001,Sky Vokda 750 ML,Vodka,Sky,750,Bottle,12,Gokarna,1,1800,2050,2050,1800,2050,2050,1,0,10,24,5100,4100,1200
996248e3-1b15-4b68-ab39-eac57f3a71ea,SK-001,Sky Vokda 750 ML,Vodka,Sky,750,Bottle,12,House,0,1800,2360,2050,1800,2050,2050,1,0,10,24,5100,4100,1200
581f69c5-b0a8-4e0f-9d7d-43e9225a9b40,SO-001,Seol Soju,Local Wine,Seol Soju,300,PCS,30,Gokarna,122,135,170,170,135,170,170,122,0,10,10,5100,4100,1200
581f69c5-b0a8-4e0f-9d7d-43e9225a9b40,SO-001,Seol Soju,Local Wine,Seol Soju,300,PCS,30,House,0,135,195,170,135,170,170,122,0,10,10,5100,4100,1200
4643f5fb-f902-41df-a78d-6678ce29f009,SO-002,Somersby,Other,,0,Bottle,12,Gokarna,0,206.25,230,230,206.25,230,230,0,0,10,0,5100,4100,1200
4643f5fb-f902-41df-a78d-6678ce29f009,SO-002,Somersby,Other,,0,Bottle,12,House,0,206.25,265,230,206.25,230,230,0,0,10,0,5100,4100,1200
39a1355a-1284-4700-854e-4ca2d796aef2,SP-001,Sprite 1 ltr,Soft Drinks,Sprite,1000,Bottle,,Gokarna,0,0,0,0,0,0,0,0,0,2,9,5100,4100,1200
39a1355a-1284-4700-854e-4ca2d796aef2,SP-001,Sprite 1 ltr,Soft Drinks,Sprite,1000,Bottle,,House,0,0,0,0,0,0,0,0,0,2,9,5100,4100,1200
726740ce-e0a4-4eb3-a79e-906d2db0fbee,SP-002,Sprite 1.5 ltr,Soft Drinks,Sprite,1500,Bottle,,Gokarna,0,0,0,0,0,0,0,0,0,2,9,5100,4100,1200
726740ce-e0a4-4eb3-a79e-906d2db0fbee,SP-002,Sprite 1.5 ltr,Soft Drinks,Sprite,1500,Bottle,,House,0,0,0,0,0,0,0,0,0,2,9,5100,4100,1200
7c4cfa4d-3d7d-4ae6-bbbb-2844fdd455b4,SP-003,Sprite 2.25 ltr,Soft Drinks,Sprite,2250,PCS,12,Gokarna,0,240,250,250,240,250,250,0,0,2,9,5100,4100,1200
7c4cfa4d-3d7d-4ae6-bbbb-2844fdd455b4,SP-003,Sprite 2.25 ltr,Soft Drinks,Sprite,2250,PCS,12,House,0,240,290,250,240,250,250,0,0,2,9,5100,4100,1200
004897c6-8a0f-446c-acc1-81a8cc6ce89a,SP-004,Sprite 250 ml,Soft Drinks,Sprite,0,PCS,12,Gokarna,-1,43,50,50,43,50,50,-1,0,2,24,5100,4100,1200
004897c6-8a0f-446c-acc1-81a8cc6ce89a,SP-004,Sprite 250 ml,Soft Drinks,Sprite,0,PCS,12,House,0,43,55,50,43,50,50,-1,0,2,24,5100,4100,1200
86ebb97b-c3c7-46d0-9f1a-fe999dacda22,SU-001,Surya,Cigaratte,,0,PCS,20,Gokarna,55,16.1,20,20,16.1,20,20,55,0,60,200,5100,4100,1200
86ebb97b-c3c7-46d0-9f1a-fe999dacda22,SU-001,Surya,Cigaratte,,0,PCS,20,House,0,16.1,25,20,16.1,20,20,55,0,60,200,5100,4100,1200
6e666f14-9cce-40f2-9ffc-d80bf985dec9,TR-001,TRP - 3,Cigaratte,,0,PCS,12,Gokarna,45,10,20,20,10,20,20,45,0,10,5,5100,4100,1200
6e666f14-9cce-40f2-9ffc-d80bf985dec9,TR-001,TRP - 3,Cigaratte,,0,PCS,12,House,0,10,25,20,10,20,20,45,0,10,5,5100,4100,1200
c9feac44-4f86-4e7b-89dd-b197c6c165ef,TR-002,TRP Cone,Cigaratte,,0,PCS,12,Gokarna,49,12.5,25,25,12.5,25,25,49,0,10,5,5100,4100,1200
c9feac44-4f86-4e7b-89dd-b197c6c165ef,TR-002,TRP Cone,Cigaratte,,0,PCS,12,House,0,12.5,30,25,12.5,25,25,49,0,10,5,5100,4100,1200
9e894c3b-f0ab-40bb-8d13-17dc033754d6,TU-001,Tuborg 650,Beer,Tuborg,650,Bottle,12,Gokarna,15,385.42,440,440,385.42,440,440,15,0,12,120,5100,4100,1200
9e894c3b-f0ab-40bb-8d13-17dc033754d6,TU-001,Tuborg 650,Beer,Tuborg,650,Bottle,12,House,0,385.42,505,440,385.42,440,440,15,0,12,120,5100,4100,1200
d6a81088-0b74-4c44-938d-b14d5fbe5f7d,TU-002,Tuborg Can,Beer,Tuborg,0,Bottle,12,Gokarna,0,293.75,330,330,293.75,330,330,0,0,10,96,5100,4100,1200
d6a81088-0b74-4c44-938d-b14d5fbe5f7d,TU-002,Tuborg Can,Beer,Tuborg,0,Bottle,12,House,0,293.75,380,330,293.75,330,330,0,0,10,96,5100,4100,1200
173f47be-7b2c-43a7-9ba1-ea9bd4bb12a1,XT-001,Xtreme,Energy Drinks,,330,PCS,24,Gokarna,0,101.04,135,135,101.04,135,135,0,0,10,120,5100,4100,1200
173f47be-7b2c-43a7-9ba1-ea9bd4bb12a1,XT-001,Xtreme,Energy Drinks,,330,PCS,24,House,0,101.04,155,135,101.04,135,135,0,0,10,120,5100,4100,1200
